"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000025902|Sox17",65.9249809101607,-0.193049043820871,0.388468257707689,-0.496949338821229,0.619224777253007,0.998003304127109
"ENSMUSG00000104238|Gm37587",4.05216045905146,-2.24034447861303,2.28439004954271,-0.980718892144317,0.326731384850314,NA
"ENSMUSG00000025900|Rp1",47145.5429378094,-0.0258041363103506,0.118650463578028,-0.217480282269451,0.827834071747116,0.998003304127109
"ENSMUSG00000104123|Gm37483",7.56113542575939,1.15979953005974,1.31001454470908,0.885333323010778,0.375976882500471,0.993366495578646
"ENSMUSG00000102948|Gm6101",10.7146980214703,-0.0873204346772196,1.09891692182289,-0.0794604514164473,0.936666387307093,0.998003304127109
"ENSMUSG00000098104|Gm6085",12.69578679474,-0.365980883292259,0.995242729621152,-0.367730275639967,0.713074363254279,0.998003304127109
"ENSMUSG00000089699|Gm1992",0.27501350879744,1.87262284060929,4.39417242466033,0.426160527998408,0.669990877491389,NA
"ENSMUSG00000103147|Gm7341",0,NA,NA,NA,NA,NA
"ENSMUSG00000102851|Gm18956",16.6766840403924,-0.440485388575451,0.825776991420257,-0.533419304669483,0.593743357140714,0.998003304127109
"ENSMUSG00000051951|Xkr4",127.640997577249,-0.224933849666011,0.502165177970689,-0.447928011605655,0.654205151592814,0.998003304127109
"ENSMUSG00000102331|Gm19938",331.156400587503,0.451428344684696,0.364909891494206,1.23709539041603,0.216051670892629,0.966482846924667
"ENSMUSG00000103377|Gm37180",174.337550566942,-0.195444089838541,0.384186002870027,-0.508722567658618,0.610946701489277,0.998003304127109
"ENSMUSG00000104017|Gm37363",111.073635031715,-0.683288405006079,0.332725305737884,-2.05361117180658,0.0400133400009982,0.681681292019856
"ENSMUSG00000103025|Gm37686",41.4277595460631,0.550135972100033,0.534948707530197,1.02839013228007,0.30376634837077,0.978612005817234
"ENSMUSG00000103161|Gm38148",35.1812799829726,-0.178869811085569,0.872064364276777,-0.205110790456287,0.837485566097556,0.998003304127109
"ENSMUSG00000103201|Gm37329",25.8152650897079,0.561736710880686,0.886003948970896,0.634011520527814,0.526073303682162,0.998003304127109
"ENSMUSG00000088000|Gm25493",0,NA,NA,NA,NA,NA
"ENSMUSG00000103265|Gm2053",2.57624165483506,-1.27974676507972,2.76276010228475,-0.463213133858923,0.64321160295604,NA
"ENSMUSG00000033845|Mrpl15",1690.72955013574,-0.189179950985577,0.217397483692827,-0.870203039023578,0.384189455442773,0.993366495578646
"ENSMUSG00000103922|Gm6123",54.6684371667164,-0.691046083723898,0.363023325505737,-1.90358589977981,0.056964136621238,0.769675971464574
"ENSMUSG00000102275|Gm37144",10.3355524068219,0.204716515344397,1.24268830056143,0.164736817150293,0.86915113696908,0.998003304127109
"ENSMUSG00000103280|Gm37277",152.014706772359,0.827102305700252,0.384701833271599,2.14998275070948,0.0315565792277965,0.633924369754892
"ENSMUSG00000025903|Lypla1",2558.56477658545,-0.0781559823045033,0.171519430542799,-0.455668387290974,0.648628457866603,0.998003304127109
"ENSMUSG00000104217|Gm37988",22.8139109172819,2.15947049559696,1.44520905623307,1.49422707135923,0.135116279173834,0.916397283863917
"ENSMUSG00000033813|Tcea1",3611.05336456368,-0.0910929201697043,0.136936413347466,-0.665220578974585,0.505909419919489,0.998003304127109
"ENSMUSG00000062588|Gm6104",8.92368938691281,-1.35162468457278,0.877399372104092,-1.54048968753129,0.123441034603872,0.901371541868554
"ENSMUSG00000025905|Oprk1",12.6684572086325,-0.395667101158633,0.966129863884756,-0.409538216288726,0.682144727197008,0.998003304127109
"ENSMUSG00000033774|Npbwr1",1.56931970546948,-2.47666760619675,3.30359225332507,-0.749689252268945,0.453441882109284,NA
"ENSMUSG00000002459|Rgs20",1715.63885554045,0.158867703873372,0.221929430766359,0.715847841022148,0.474085308147273,0.998003304127109
"ENSMUSG00000091305|Gm17100",14.0023770284102,0.599487334574349,0.878819488809245,0.682150705814027,0.495143660855952,0.998003304127109
"ENSMUSG00000091665|Gm17101",149.82664750155,1.10592652477995,0.401249014541384,2.7562099461951,0.00584754501998766,0.314425424966091
"ENSMUSG00000033793|Atp6v1h",5243.56897194098,-0.169814740152379,0.116145474847208,-1.46208658043522,0.143717485634363,0.923386671742175
"ENSMUSG00000085623|Gm16041",668.596320825743,0.962812250997274,0.265686986444796,3.62385927847214,0.000290239559253045,0.0538129651402851
"ENSMUSG00000102653|Gm37079",448.874617987913,1.28301809840583,0.338729137235957,3.78774057902226,0.000152023457550056,0.0356241635525632
"ENSMUSG00000087247|Alkal1",0.0915316433999122,0,4.40732421817245,0,1,NA
"ENSMUSG00000103355|Gm2147",1.50029038291577,1.42644191154943,3.06173621298469,0.465893144386493,0.641291988568876,NA
"ENSMUSG00000102706|Gm7417",0,NA,NA,NA,NA,NA
"ENSMUSG00000103845|Gm19026",15.6608779902126,-0.220609378171876,0.928625261185976,-0.237565557811909,0.812218066659354,0.998003304127109
"ENSMUSG00000025907|Rb1cc1",3571.75059086104,0.00501975843267027,0.119530672809685,0.0419955674529052,0.966502231661732,0.998496076438154
"ENSMUSG00000090031|4732440D04Rik",373.490516068994,-0.31794765401713,0.686657599426213,-0.46303667837189,0.643338076728388,0.998003304127109
"ENSMUSG00000033740|St18",713.550090680079,-0.373828926646124,0.183766610200713,-2.03425925002274,0.0419254634704472,0.69301689340984
"ENSMUSG00000048538|Gm9826",7.1012994557179,-0.620222032578615,1.24053319057529,-0.499964077777709,0.617100371616981,0.998003304127109
"ENSMUSG00000097797|Gm26901",24.4370634342289,-0.177734963383127,0.664380973999691,-0.267519646616505,0.789069089411871,0.998003304127109
"ENSMUSG00000051285|Pcmtd1",2172.358181923,-0.0549694429228085,0.174781499220988,-0.31450378425526,0.753138442757196,0.998003304127109
"ENSMUSG00000098201|Gm26983",0,NA,NA,NA,NA,NA
"ENSMUSG00000103509|Gm38372",17.8244273810369,-0.163480311974694,0.969182813968866,-0.16867850896492,0.866049523899342,0.998003304127109
"ENSMUSG00000061024|Rrs1",850.080800419735,0.043767748942053,0.152684983525285,0.286653919275598,0.774377324479239,0.998003304127109
"ENSMUSG00000025909|Sntg1",286.832926755068,0.11369338895944,0.253335001005874,0.448786738934682,0.653585505871151,0.998003304127109
"ENSMUSG00000102647|Gm38024",0.951823173174561,-4.24365287933704,4.19448237207165,-1.01172266394366,0.311670675950269,NA
"ENSMUSG00000086235|Gm16284",0,NA,NA,NA,NA,NA
"ENSMUSG00000093970|Gm23358",1.09473402443914,-1.1675962258763,3.17083201576932,-0.368230237385507,0.712701565711947,NA
"ENSMUSG00000103933|Gm36964",0.427603682813773,0.74029409584901,4.40732421812849,0.167969057689013,0.866607621578523,NA
"ENSMUSG00000076135|Gm24276",0,NA,NA,NA,NA,NA
"ENSMUSG00000086195|Gm6152",0,NA,NA,NA,NA,NA
"ENSMUSG00000104504|Gm7445",0,NA,NA,NA,NA,NA
"ENSMUSG00000103819|Gm38008",3.96422684922845,-0.102973673897208,1.95836439888368,-0.0525814674510553,0.958065383372493,NA
"ENSMUSG00000102871|Gm37143",9.40862270789136,1.30795396651948,1.7171965441965,0.761679826889873,0.446251118222951,0.998003304127109
"ENSMUSG00000066693|Gm7493",36.9645749454497,0.0580019403611501,0.537644797715356,0.107881524396071,0.91408967297316,0.998003304127109
"ENSMUSG00000084353|Gm15452",3.929608869242,5.09467988313198,3.14172976101629,1.62161620211534,0.104885551312725,NA
"ENSMUSG00000103884|Gm37005",12.5114033268661,0.57603605873751,0.921961627907227,0.624793962461389,0.532106293760096,0.998003304127109
"ENSMUSG00000102316|Gm37629",21.5104971846192,0.250614456508985,0.661785778710529,0.378694230929683,0.704914937903133,0.998003304127109
"ENSMUSG00000102253|Gm38259",6.11657590020506,-0.428899212447557,1.87582546406097,-0.228645585991265,NA,NA
"ENSMUSG00000025912|Mybl1",57.3740752192692,0.1436199520291,0.61297877204496,0.234298410612115,0.814753319735686,0.998003304127109
"ENSMUSG00000025911|Adhfe1",207.656256955278,0.250890007349556,0.286145922620293,0.87679043283968,0.380600476518871,0.993366495578646
"ENSMUSG00000081441|Gm6161",9.04531785401881,1.84194554377732,1.09022097215884,1.68951578699676,0.0911206290820816,0.856030023523358
"ENSMUSG00000079671|2610203C22Rik",18.3822553659734,-0.572804181171852,0.784719202057799,-0.729947960582289,0.465421994550896,0.998003304127109
"ENSMUSG00000067879|Vxn",37.9131451279372,0.829339217395744,0.667228515710357,1.24296129117443,0.21388209799344,0.965909775112822
"ENSMUSG00000046101|Mcmdc2",44.8864751248085,0.206449583735375,0.605038564983126,0.341217230906814,0.732940052471052,0.998003304127109
"ENSMUSG00000093178|Snord87",4.22037930204687,-0.56826517999904,1.06204793465423,-0.535065472524129,0.592604584358023,NA
"ENSMUSG00000098234|Snhg6",513.044812537464,-0.260746435337663,0.319747672720668,-0.815475631516015,0.414800107732515,0.996237155850339
"ENSMUSG00000097893|1700034P13Rik",38.6134332788416,-0.102013299409548,0.62629995552421,-0.162882495056483,0.870610953680036,0.998003304127109
"ENSMUSG00000025915|Sgk3",122.790543139033,0.472736149419172,0.395131453367624,1.19640222358949,0.231539634032416,0.966636318133936
"ENSMUSG00000046334|Gm6195",0,NA,NA,NA,NA,NA
"ENSMUSG00000088916|Gm22607",0.274594930199737,0,4.4073242181393,0,1,NA
"ENSMUSG00000045210|Vcpip1",2556.67931567002,0.131906722537157,0.152281580304952,0.866202742794021,0.386378989515594,0.993366495578646
"ENSMUSG00000099032|Tcf24",71.8627176899231,0.26132489288053,0.383537290491258,0.681354588874028,0.495647149612713,0.998003304127109
"ENSMUSG00000104025|E330040D14Rik",0.877741111871973,-3.07638915091567,4.2314625941659,-0.727027377048592,0.467209184946582,NA
"ENSMUSG00000025916|Ppp1r42",1090.73410828198,0.0392146556941816,0.240755524415822,0.162881644312559,0.870611623530523,0.998003304127109
